Student_ID,Student_Name,Gender,Branch,Year_of_Study,CGPA,10th_Percentage,12th_Percentage,Active_Backlogs,History_of_Backlogs,Skills,Certifications,Internships_Completed,Placed_Status,Eligible_Companies,Eligible_Count
EG06930,Farhan Pandey,Female,CHEM,4th Year,6.02,89.3,83.1,0,2,"Flask, Python, Java",AWS Cloud Practitioner,2,No,None,0
EG06931,Shiva Rajan,Male,IT,1st Year,6.34,85.5,74.4,0,0,"TensorFlow, React, Node.js, Keras",NPTEL Python,1,No,"TCS, Wipro, Cognizant, HCL",4
EG06932,Swathi Patel,Male,CHEM,4th Year,8.14,89.0,82.2,0,0,"React, Flask, Machine Learning, Django","NPTEL Python, HackerRank SQL",0,Yes,None,0
EG06933,Tarun Gupta,Female,AIML,3rd Year,7.47,70.4,73.2,1,2,"R, AWS, HTML/CSS","Coursera ML, Oracle Java, Udemy DSA",0,No,"Wipro, HCL",2
EG06934,Aarav Shah,Female,ECE,4th Year,7.19,96.3,91.5,2,2,"Tableau, DSA, Git, Flask, R, Python","Coursera ML, Cisco CCNA, Oracle Java",1,No,None,0
EG06935,Varun Bhat,Female,CSE,4th Year,8.17,77.7,100.0,0,0,"SQL, R, Flask, HTML/CSS","Google Data Analytics, Udemy DSA, NPTEL Python",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06936,Pranav Bhat,Male,CSE,3rd Year,7.73,71.0,73.7,0,1,"Python, Node.js, Django, Java, Power BI, Git","IBM Data Science, Google Data Analytics, Coursera ML",1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG06937,Varun Mehta,Male,CSE,2nd Year,8.79,77.6,83.3,0,1,"Keras, Deep Learning, Node.js, Flask, React",HackerRank SQL,1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06938,Harish Krishnan,Female,EEE,3rd Year,6.69,100.0,82.4,0,0,"Machine Learning, JavaScript, C++, Git, Python, Deep Learning","Coursera ML, NPTEL Python, IBM Data Science",0,No,"TCS, Wipro, Cognizant, HCL",4
EG06939,Vijay Desai,Female,EEE,4th Year,6.73,78.1,79.5,0,1,"Java, DSA, Power BI, AWS, Git, Flask","AWS Cloud Practitioner, IBM Data Science",0,No,"TCS, Wipro, Cognizant, HCL",4
EG06940,Farhan Tiwari,Female,MECH,3rd Year,5.77,78.7,85.2,0,0,"AWS, DSA, Python, Node.js, JavaScript, TensorFlow",,2,Yes,HCL,1
EG06941,Ravi Iyer,Female,MECH,2nd Year,6.73,80.1,83.3,0,1,"HTML/CSS, Node.js, Git, Flask","Coursera ML, NPTEL Python, AWS Cloud Practitioner",1,No,"Wipro, HCL",2
EG06942,Divya Naidu,Female,EEE,1st Year,8.26,80.5,72.8,0,0,"HTML/CSS, Django, Machine Learning, TensorFlow, AWS, C++","AWS Cloud Practitioner, IBM Data Science, Oracle Java",2,No,"TCS, Wipro, Cognizant, HCL",4
EG06943,Rajesh Naidu,Male,CSE,4th Year,8.63,74.2,92.5,3,5,"R, Django, JavaScript, C++","Google Data Analytics, Oracle Java",1,No,None,0
EG06944,Bhavya Gupta,Male,ECE,2nd Year,8.26,83.4,80.2,0,1,"Java, AWS, SQL, Keras",,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06945,Santosh Shastri,Male,ECE,1st Year,5.23,92.8,73.8,0,0,"Node.js, HTML/CSS",Google Data Analytics,1,Yes,None,0
EG06946,Kavya Chowdary,Male,ECE,1st Year,8.39,85.1,100.0,0,1,"Keras, Java, React",Udemy DSA,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06947,Deepa Joshi,Female,CIVIL,4th Year,5.18,70.9,76.7,0,1,"JavaScript, AWS, Tableau, Node.js, React, Deep Learning","NPTEL Python, Cisco CCNA, Udemy DSA",0,No,None,0
EG06948,Varun Rajan,Male,EEE,3rd Year,8.19,78.6,80.8,0,0,"React, TensorFlow, Machine Learning","IBM Data Science, AWS Cloud Practitioner, Google Data Analytics",0,No,"TCS, Wipro, Cognizant, HCL",4
EG06949,Nikhil Pandey,Male,CIVIL,1st Year,6.8,76.5,79.9,0,2,"Git, TensorFlow, HTML/CSS","Coursera ML, Oracle Java, Udemy DSA",1,No,None,0
EG06950,Suresh Reddy,Female,CSE,3rd Year,7.97,82.5,76.6,0,2,"R, Java, TensorFlow, JavaScript, HTML/CSS","Cisco CCNA, Oracle Java, HackerRank SQL",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06951,Gayatri Rao,Male,AIML,1st Year,5.73,95.3,82.9,1,1,"JavaScript, Deep Learning, R, Tableau, Node.js, DSA",HackerRank SQL,3,No,HCL,1
EG06952,Shiva Karnam,Female,CSE,2nd Year,8.49,80.5,68.7,2,2,"Node.js, SQL",,0,Yes,None,0
EG06953,Bhavya Tiwari,Male,IT,4th Year,5.59,81.1,84.6,0,0,"DSA, Tableau, Django, Power BI, Deep Learning, SQL","IBM Data Science, HackerRank SQL",0,Yes,HCL,1
EG06954,Sarvani Kumar,Male,ECE,2nd Year,6.46,99.8,58.7,0,0,"C++, JavaScript, Power BI, HTML/CSS, Keras, Machine Learning",Google Data Analytics,2,No,"TCS, Wipro, Cognizant, HCL",4
EG06955,Vikas Karnam,Female,ECE,1st Year,6.1,90.8,63.7,0,0,"Node.js, SQL, Git","IBM Data Science, Google Data Analytics, NPTEL Python",1,Yes,"TCS, Wipro, Cognizant, HCL",4
EG06956,Rajesh Rao,Male,ECE,1st Year,5.27,87.7,98.1,0,0,"Keras, C++, HTML/CSS, Python, AWS","Google Data Analytics, NPTEL Python",1,No,None,0
EG06957,Swathi Babu,Male,AIML,2nd Year,7.3,100.0,64.2,0,2,"DSA, R, Deep Learning, HTML/CSS, JavaScript","IBM Data Science, Google Data Analytics, Cisco CCNA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06958,Pranav Karnam,Male,IT,2nd Year,9.19,86.9,56.4,0,1,"Machine Learning, Python, C++, React",Coursera ML,0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG06959,Divya Bhat,Female,IT,4th Year,10.0,62.1,64.5,0,1,"DSA, React, Power BI","Oracle Java, Coursera ML",2,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06960,Vijay Babu,Male,CIVIL,4th Year,7.31,90.3,97.1,0,2,"DSA, Power BI, Git, Tableau, Flask, Machine Learning","Oracle Java, Coursera ML, HackerRank SQL",0,No,Deloitte,1
EG06961,Manoj Tiwari,Male,ECE,2nd Year,8.43,66.1,58.3,0,0,"Java, Python, DSA, AWS","HackerRank SQL, NPTEL Python",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06962,Kavya Krishnan,Female,MECH,2nd Year,7.46,86.5,67.5,0,1,"Keras, Git","Oracle Java, Udemy DSA, NPTEL Python",0,Yes,"Wipro, HCL, Deloitte",3
EG06963,Vijay Joshi,Male,AIML,3rd Year,7.75,64.9,62.0,1,1,"Keras, Tableau, Machine Learning, Java, Python","NPTEL Python, Oracle Java, Udemy DSA",1,No,"Wipro, HCL",2
EG06964,Manoj Singh,Female,CSE,4th Year,6.82,77.3,75.0,3,3,"DSA, AWS, Node.js",,0,No,None,0
EG06965,Videm Babu,Male,IT,4th Year,7.41,78.4,73.2,0,0,"SQL, R",Coursera ML,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06966,Vishnu Naidu,Female,ECE,2nd Year,7.79,74.3,72.7,0,0,"Git, AWS, Deep Learning","Google Data Analytics, HackerRank SQL",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06967,Varun Verma,Female,AIML,4th Year,6.56,78.5,98.4,0,0,"DSA, Git, Java, Node.js, SQL",,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG06968,Aditi Joshi,Female,CSE,1st Year,7.11,92.3,64.8,0,0,"Flask, Power BI","Google Data Analytics, Udemy DSA, HackerRank SQL",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06969,Harish Naidu,Female,IT,1st Year,7.14,74.9,76.9,0,2,"Machine Learning, DSA, Python, JavaScript, Flask","IBM Data Science, Cisco CCNA, AWS Cloud Practitioner",0,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG06970,Vishnu Patel,Female,IT,4th Year,8.11,87.5,81.7,0,0,"Node.js, TensorFlow, Tableau, HTML/CSS",,0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06971,Sneha Shah,Female,MECH,3rd Year,6.03,72.3,67.2,0,0,"Keras, DSA, Git, TensorFlow, R, Flask",,0,No,"Wipro, HCL",2
EG06972,Vijay Shah,Female,AIML,1st Year,7.14,80.1,83.4,0,1,"AWS, React","Coursera ML, IBM Data Science, Cisco CCNA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06973,Samhita Sharma,Female,CSE,1st Year,9.3,85.2,73.6,1,1,"AWS, Flask, TensorFlow","HackerRank SQL, Udemy DSA, NPTEL Python",1,Yes,"Wipro, HCL",2
EG06974,Ravi Shah,Male,MECH,1st Year,8.48,72.0,82.1,0,2,"Deep Learning, Keras, JavaScript","AWS Cloud Practitioner, NPTEL Python, Google Data Analytics",0,No,"Wipro, HCL, Deloitte",3
EG06975,Venkat Choudhary,Female,CIVIL,2nd Year,8.68,68.9,76.8,0,0,"SQL, Deep Learning",HackerRank SQL,1,No,Deloitte,1
EG06976,Lakshmi Pandey,Female,IT,4th Year,7.23,86.9,55.4,0,0,"Flask, Deep Learning, Git, Django, React, Node.js","Oracle Java, Udemy DSA, Coursera ML",2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06977,Santosh Rao,Male,EEE,3rd Year,7.55,93.2,92.4,0,0,"Node.js, SQL","Oracle Java, NPTEL Python, AWS Cloud Practitioner",3,Yes,"TCS, Wipro, Cognizant, HCL",4
EG06978,Anika Singh,Female,ECE,4th Year,8.3,81.2,100.0,0,0,"Git, JavaScript, Keras, TensorFlow, Flask","Cisco CCNA, NPTEL Python, Google Data Analytics",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06979,Bhavya Sharma,Female,EEE,3rd Year,8.92,77.4,76.1,3,3,"Django, TensorFlow","Google Data Analytics, Coursera ML",1,No,None,0
EG06980,Meera Iyengar,Female,IT,1st Year,5.05,83.6,68.1,1,1,"Deep Learning, AWS, Tableau",,1,No,None,0
EG06981,Suresh Pillai,Male,CSE,4th Year,5.75,82.6,94.6,0,1,"HTML/CSS, R, Flask, Node.js, React",,1,Yes,HCL,1
EG06982,Shiva Chowdary,Male,ECE,3rd Year,8.64,84.4,98.8,0,0,"AWS, HTML/CSS",AWS Cloud Practitioner,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06983,Kiran Tiwari,Male,EEE,2nd Year,6.9,56.7,76.1,0,0,"React, Power BI, Machine Learning, HTML/CSS",Udemy DSA,1,No,"TCS, Wipro, Cognizant, HCL",4
EG06984,Suresh Gupta,Male,AIML,2nd Year,6.46,71.3,75.6,4,6,"Node.js, SQL","Google Data Analytics, HackerRank SQL",3,Yes,None,0
EG06985,Rahul Karnam,Male,CSE,2nd Year,5.82,73.5,77.1,3,3,"Deep Learning, Machine Learning, AWS, React, Python","NPTEL Python, Coursera ML, AWS Cloud Practitioner",1,No,None,0
EG06986,Bhavya Mishra,Male,CIVIL,4th Year,6.59,83.5,59.6,0,0,"Django, TensorFlow, Keras, Git","Google Data Analytics, AWS Cloud Practitioner, HackerRank SQL",0,No,None,0
EG06987,Santosh Pandey,Female,EEE,2nd Year,5.66,83.9,74.8,2,2,"Django, Git, R",IBM Data Science,2,No,None,0
EG06988,Varun Rajan,Male,CSE,3rd Year,9.5,88.4,96.9,0,0,"HTML/CSS, Flask, React","NPTEL Python, IBM Data Science",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06989,Videm Pillai,Female,MECH,4th Year,7.18,84.6,76.1,0,1,"SQL, DSA, Power BI, Deep Learning, React, R",Oracle Java,0,No,"Wipro, HCL, Deloitte",3
EG06990,Isha Babu,Male,AIML,4th Year,7.14,69.0,66.6,0,1,"Python, Deep Learning, C++, Power BI","Cisco CCNA, AWS Cloud Practitioner",1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Deloitte",7
EG06991,Farhan Rao,Male,CSE,1st Year,7.85,96.5,83.5,0,0,"TensorFlow, Git, Keras, SQL",,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG06992,Neha Joshi,Female,CSE,4th Year,8.26,94.7,70.7,1,2,"React, Node.js, Machine Learning, TensorFlow, Flask, HTML/CSS","Oracle Java, Cisco CCNA, NPTEL Python",0,Yes,"Wipro, HCL",2
EG06993,Tarun Pillai,Female,MECH,1st Year,8.24,69.4,77.3,0,0,"Machine Learning, Deep Learning, AWS, Node.js, React, C++",,1,Yes,"Wipro, HCL, Deloitte",3
EG06994,Varun Rao,Female,CSE,4th Year,8.38,85.3,64.0,1,1,"Keras, SQL, C++",AWS Cloud Practitioner,0,No,"Wipro, HCL",2
EG06995,Divya Chowdary,Female,ECE,4th Year,6.51,76.0,66.6,4,5,"Machine Learning, JavaScript, Tableau, HTML/CSS","NPTEL Python, HackerRank SQL, AWS Cloud Practitioner",1,No,None,0
EG06996,Divya Krishnan,Female,ECE,3rd Year,6.87,83.4,86.1,1,1,"C++, DSA, Flask, SQL, Java, Git",Udemy DSA,0,No,"Wipro, HCL",2
EG06997,Sarvani Pandey,Female,MECH,3rd Year,8.05,92.5,79.3,0,1,"Tableau, DSA","NPTEL Python, Oracle Java, Cisco CCNA",1,No,"Wipro, HCL, Deloitte",3
EG06998,Rohit Gupta,Male,AIML,3rd Year,6.62,100.0,69.5,0,0,"R, Django","Oracle Java, Google Data Analytics, Cisco CCNA",0,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG06999,Samhita Tiwari,Female,ECE,2nd Year,7.19,89.5,79.3,0,0,"HTML/CSS, C++, Node.js","IBM Data Science, AWS Cloud Practitioner, Google Data Analytics",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07000,Lakshmi Krishnan,Female,CHEM,1st Year,7.64,84.9,71.3,1,2,"Node.js, SQL","Udemy DSA, Coursera ML",0,Yes,None,0
EG07001,Rohit Shastri,Female,EEE,1st Year,8.06,78.6,69.4,0,1,"TensorFlow, AWS, Java, Tableau, Power BI, HTML/CSS","AWS Cloud Practitioner, Cisco CCNA",3,No,"TCS, Wipro, Cognizant, HCL",4
EG07002,Anika Iyer,Male,CSE,4th Year,5.24,83.8,90.8,0,1,"Django, Python, DSA",IBM Data Science,1,No,None,0
EG07003,Chetan Rajan,Male,AIML,3rd Year,7.99,95.6,86.6,1,2,"Python, DSA",,1,Yes,"Wipro, HCL",2
EG07004,Harish Kumar,Male,EEE,3rd Year,6.94,81.6,77.8,1,1,"Tableau, Deep Learning, Git, Machine Learning",NPTEL Python,1,No,"Wipro, HCL",2
EG07005,Chetan Babu,Female,AIML,2nd Year,7.98,73.1,79.6,3,5,"R, Node.js, Power BI, Java, Flask",,3,No,None,0
EG07006,Sneha Prasad,Female,IT,4th Year,8.05,65.8,77.9,0,1,"Git, Deep Learning, TensorFlow, Django, React",,0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07007,Ravi Reddy,Male,CHEM,2nd Year,8.97,87.1,83.4,0,0,"DSA, Tableau, Django","Oracle Java, HackerRank SQL",1,Yes,None,0
EG07008,Kavya Bhat,Female,AIML,1st Year,8.69,84.5,69.2,0,1,"AWS, TensorFlow","AWS Cloud Practitioner, HackerRank SQL",2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07009,Isha Pillai,Female,CHEM,2nd Year,8.68,75.5,87.5,0,1,"TensorFlow, React, Python, R, Power BI, Git","Coursera ML, Oracle Java",1,No,None,0
EG07010,Tarun Hegde,Female,ECE,4th Year,8.79,92.3,81.9,0,0,"Tableau, R, Java, JavaScript, Keras",Cisco CCNA,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07011,Yamini Choudhary,Male,CSE,4th Year,7.52,77.8,75.1,0,0,"DSA, HTML/CSS, Django, SQL, React","NPTEL Python, Cisco CCNA",1,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07012,Srinivas Prasad,Female,ECE,4th Year,7.24,80.7,72.6,1,2,"Git, Python, AWS","IBM Data Science, Coursera ML",2,No,"Wipro, HCL",2
EG07013,Harish Karnam,Male,EEE,3rd Year,8.16,81.8,87.3,2,2,"DSA, TensorFlow, Deep Learning, Django, Power BI","HackerRank SQL, Oracle Java, IBM Data Science",0,No,None,0
EG07014,Vijay Babu,Female,CIVIL,4th Year,8.01,78.5,76.3,0,0,"SQL, Git, Java, R, Python, JavaScript","AWS Cloud Practitioner, Coursera ML",0,Yes,Deloitte,1
EG07015,Samhita Shastri,Female,AIML,3rd Year,6.86,84.4,70.3,0,1,"JavaScript, Tableau, Django, HTML/CSS, Flask, Git",Google Data Analytics,1,No,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG07016,Vishnu Naidu,Female,ECE,1st Year,7.65,93.5,73.8,0,0,"JavaScript, SQL, TensorFlow, C++, Flask",Oracle Java,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07017,Pranav Prasad,Female,CIVIL,3rd Year,7.16,70.6,86.5,0,0,"Java, Tableau, React, HTML/CSS",,1,No,Deloitte,1
EG07018,Rohit Pandey,Female,MECH,4th Year,6.26,86.9,60.3,1,1,"Keras, Java, Node.js, C++, R","IBM Data Science, Oracle Java",1,No,"Wipro, HCL",2
EG07019,Anika Bhat,Female,CSE,4th Year,8.62,83.7,74.1,0,0,"Python, Power BI",Coursera ML,0,Yes,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL, Microsoft, Deloitte",8
EG07020,Swathi Naidu,Female,ECE,2nd Year,7.26,83.5,89.8,0,1,"Deep Learning, R",,2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07021,Vikas Gupta,Male,MECH,2nd Year,9.45,90.7,76.1,0,0,"Java, Power BI, Git",,0,No,"Wipro, HCL, Deloitte",3
EG07022,Sneha Shastri,Female,CIVIL,3rd Year,5.41,82.5,81.0,3,3,"Keras, React, Node.js, SQL",,1,No,None,0
EG07023,Kiran Rao,Female,ECE,4th Year,6.59,86.8,90.0,2,2,"C++, DSA, Django","HackerRank SQL, Google Data Analytics, Oracle Java",1,No,None,0
EG07024,Videm Sharma,Female,ECE,1st Year,7.24,89.2,87.8,3,4,"R, C++, Node.js, Git, HTML/CSS, Tableau",,1,No,None,0
EG07025,Farhan Murthy,Male,EEE,4th Year,8.45,77.0,73.2,0,2,"R, Power BI, Java, Tableau, TensorFlow, AWS",,1,No,"TCS, Wipro, Cognizant, HCL",4
EG07026,Naveen Desai,Male,IT,1st Year,7.64,85.0,76.6,0,1,"HTML/CSS, React","AWS Cloud Practitioner, Google Data Analytics",0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07027,Bhavya Desai,Female,ECE,4th Year,7.54,79.5,88.0,0,0,"Keras, C++, SQL, Django, Deep Learning","Oracle Java, Google Data Analytics, Coursera ML",2,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07028,Yamini Pandey,Female,IT,3rd Year,5.96,80.7,88.3,0,1,"Deep Learning, Python, R, SQL",Google Data Analytics,0,No,HCL,1
EG07029,Tarun Babu,Female,CIVIL,1st Year,5.93,78.8,77.0,0,0,"Tableau, React, Deep Learning",NPTEL Python,2,No,None,0
EG07030,Rajesh Mishra,Male,CHEM,2nd Year,7.55,86.7,77.4,1,1,"Python, Power BI, SQL","AWS Cloud Practitioner, Oracle Java, Google Data Analytics",0,No,None,0
EG07031,Videm Mishra,Female,EEE,4th Year,5.7,82.8,80.9,0,0,"Node.js, SQL, Keras, React, HTML/CSS, Power BI",Coursera ML,0,No,HCL,1
EG07032,Sneha Verma,Male,CSE,3rd Year,6.61,85.9,93.0,0,0,"DSA, Node.js","Cisco CCNA, NPTEL Python",0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL",5
EG07033,Sneha Shah,Male,CSE,3rd Year,7.75,81.8,89.7,1,1,"SQL, DSA, Python","Coursera ML, Udemy DSA, Cisco CCNA",2,No,"Wipro, HCL",2
EG07034,Jayanth Desai,Male,ECE,1st Year,6.12,66.0,85.6,0,0,"Java, Deep Learning, C++","Udemy DSA, IBM Data Science",1,No,"TCS, Wipro, Cognizant, HCL",4
EG07035,Bhavya Pillai,Male,IT,1st Year,8.97,82.3,66.1,0,0,"Machine Learning, Django","Google Data Analytics, HackerRank SQL",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07036,Swathi Murthy,Male,MECH,3rd Year,8.55,82.6,75.0,0,1,"Node.js, Django, TensorFlow",,2,No,"Wipro, HCL, Deloitte",3
EG07037,Varun Babu,Male,EEE,4th Year,5.47,84.4,75.6,3,3,"Tableau, R, Keras",HackerRank SQL,1,No,None,0
EG07038,Venkat Murthy,Female,MECH,4th Year,6.17,76.1,93.6,0,2,"R, Node.js, JavaScript, Keras, Deep Learning",Coursera ML,0,No,"Wipro, HCL",2
EG07039,Tarun Rao,Female,AIML,3rd Year,4.69,70.0,75.4,0,0,"R, DSA, C++, Deep Learning, Git, Tableau",,0,No,None,0
EG07040,Yamini Verma,Female,CSE,2nd Year,6.34,88.2,91.8,2,2,"SQL, C++, Git",IBM Data Science,0,Yes,None,0
EG07041,Deepa Shastri,Male,ECE,3rd Year,8.04,79.3,71.7,0,0,"AWS, Keras, JavaScript, Power BI, Django","Coursera ML, Google Data Analytics, Cisco CCNA",0,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07042,Rohit Gupta,Female,ECE,3rd Year,6.74,83.7,72.6,4,4,"Node.js, Python, Django, Java","HackerRank SQL, AWS Cloud Practitioner, Oracle Java",0,Yes,None,0
EG07043,Kavya Shastri,Female,EEE,1st Year,7.71,79.2,83.3,0,2,"Node.js, JavaScript","HackerRank SQL, Google Data Analytics, Udemy DSA",1,No,"TCS, Wipro, Cognizant, HCL",4
EG07044,Venkat Sharma,Male,EEE,4th Year,5.53,81.9,95.2,0,1,"Power BI, R, Deep Learning, TensorFlow, DSA, Java","HackerRank SQL, Google Data Analytics",2,No,HCL,1
EG07045,Bhavya Varma,Female,EEE,3rd Year,8.08,77.5,75.7,0,0,"TensorFlow, Python, R, JavaScript, Java, Git","HackerRank SQL, NPTEL Python, Oracle Java",1,No,"TCS, Wipro, Cognizant, HCL",4
EG07046,Samhita Joshi,Male,AIML,1st Year,6.59,72.3,49.8,0,0,"Git, Python",Coursera ML,1,No,"TCS, Infosys, Wipro, Accenture, Cognizant, HCL",6
EG07047,Sarvani Choudhary,Female,MECH,4th Year,7.21,86.7,60.8,0,0,"Flask, Node.js, Django, C++",Oracle Java,0,No,"Wipro, HCL, Deloitte",3
EG07048,Swathi Shah,Male,CHEM,4th Year,7.1,76.0,81.3,0,0,"TensorFlow, AWS, Tableau",AWS Cloud Practitioner,0,No,None,0
EG07049,Divya Hegde,Male,CIVIL,4th Year,5.8,83.6,61.8,0,1,"R, TensorFlow, Git, AWS, Power BI",,0,Yes,None,0
EG07050,Vikas Mehta,Male,CHEM,4th Year,5.93,86.1,68.5,0,0,"React, JavaScript, Java, Python, Deep Learning","NPTEL Python, Oracle Java",1,No,None,0
EG07051,Shiva Bhat,Male,ECE,1st Year,8.26,76.1,78.1,0,0,"Node.js, JavaScript, Keras, AWS","NPTEL Python, Coursera ML, Cisco CCNA",1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07052,Pooja Babu,Male,CSE,4th Year,7.64,70.0,51.1,1,1,"Power BI, Keras","IBM Data Science, AWS Cloud Practitioner, Google Data Analytics",0,Yes,"Wipro, HCL",2
EG07053,Swathi Choudhary,Female,MECH,4th Year,8.36,100.0,73.8,0,0,"Git, Django, Keras, R, SQL","IBM Data Science, Cisco CCNA, Udemy DSA",0,No,"Wipro, HCL, Deloitte",3
EG07054,Vikas Tiwari,Male,CHEM,3rd Year,7.56,76.7,65.2,0,2,"Power BI, Node.js, Git, Python","NPTEL Python, AWS Cloud Practitioner, Udemy DSA",1,No,None,0
EG07055,Swathi Kumar,Female,ECE,4th Year,7.36,88.2,61.5,0,0,"Deep Learning, R, C++, Java, Node.js",NPTEL Python,1,No,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
EG07056,Yamini Pandey,Female,CHEM,2nd Year,5.3,100.0,69.2,0,0,"Deep Learning, Django, Java, C++, Keras, Tableau",,0,Yes,None,0
EG07057,Suresh Nair,Male,MECH,4th Year,6.9,89.9,66.2,2,3,"Tableau, DSA, TensorFlow, Power BI",AWS Cloud Practitioner,0,No,None,0
EG07058,Divya Karnam,Male,AIML,3rd Year,7.17,79.0,83.2,1,1,"Deep Learning, TensorFlow, DSA, HTML/CSS, JavaScript",AWS Cloud Practitioner,1,No,"Wipro, HCL",2
EG07059,Akash Patel,Male,EEE,3rd Year,9.35,81.3,91.2,1,1,"SQL, Deep Learning",,1,No,"Wipro, HCL",2
EG07060,Aditi Karnam,Male,EEE,3rd Year,7.96,73.7,74.0,0,0,"C++, AWS, Tableau","Cisco CCNA, Google Data Analytics",2,Yes,"TCS, Wipro, Cognizant, HCL",4
EG07061,Chetan Chowdary,Male,CIVIL,4th Year,8.89,90.8,71.4,0,2,"Power BI, Deep Learning, Git, HTML/CSS, R",HackerRank SQL,0,No,Deloitte,1
EG07062,Harish Desai,Male,EEE,2nd Year,7.86,87.7,73.4,0,1,"JavaScript, Power BI, Python, TensorFlow","Cisco CCNA, NPTEL Python",1,Yes,"TCS, Wipro, Cognizant, HCL",4
EG07063,Vijay Desai,Male,CHEM,4th Year,6.42,76.9,65.8,0,2,"AWS, Power BI, Machine Learning, SQL","Google Data Analytics, Cisco CCNA",0,No,None,0
EG07064,Uma Sharma,Female,EEE,1st Year,7.33,71.6,63.8,1,2,"HTML/CSS, TensorFlow, Tableau, Django, Power BI, R","AWS Cloud Practitioner, Udemy DSA, Google Data Analytics",1,Yes,"Wipro, HCL",2
EG07065,Rahul Gupta,Male,CSE,4th Year,7.46,68.8,59.9,2,2,"Flask, SQL","Google Data Analytics, Oracle Java, HackerRank SQL",0,No,None,0
EG07066,Neha Kumar,Female,MECH,3rd Year,6.17,91.9,63.4,0,0,"Tableau, SQL, C++",,0,Yes,"Wipro, HCL",2
EG07067,Neha Choudhary,Male,EEE,4th Year,6.78,83.2,96.0,0,1,"React, Django, HTML/CSS","IBM Data Science, NPTEL Python, Cisco CCNA",1,No,"TCS, Wipro, Cognizant, HCL",4
EG07068,Neha Shastri,Female,CHEM,2nd Year,6.97,84.1,70.4,0,0,"Deep Learning, HTML/CSS, Java, Node.js, C++",NPTEL Python,1,Yes,None,0
EG07069,Chetan Chowdary,Male,EEE,4th Year,8.97,73.8,45.6,1,1,"Flask, DSA, Java, Power BI, C++","AWS Cloud Practitioner, IBM Data Science",1,No,"Wipro, HCL",2
EG07070,Tarun Reddy,Male,CHEM,3rd Year,4.91,67.4,71.5,0,2,"HTML/CSS, JavaScript, TensorFlow, React",,1,No,None,0
EG07071,Swathi Hegde,Male,AIML,4th Year,8.53,91.6,60.5,0,0,"TensorFlow, C++, Java, Git","Google Data Analytics, Cisco CCNA, Oracle Java",0,Yes,"TCS, Wipro, Accenture, Cognizant, HCL, Deloitte",6
